customer_id,gender,age,region_circle,connection_type,plan_type,contract_type,base_plan_category,tenure_months,monthly_charges,total_charges,avg_data_gb_month,avg_voice_mins_month,sms_count_month,overage_charges,is_family_plan,is_multi_service,network_issues_3m,dropped_call_rate,avg_data_speed_mbps,num_complaints_3m,num_complaints_12m,call_center_interactions_3m,last_complaint_resolution_days,app_logins_30d,selfcare_transactions_30d,auto_pay_enrolled,late_payment_flag_3m,avg_payment_delay_days,arpu,segment_value,nps_score,service_rating_last_6m,received_competitor_offer_flag,retention_offer_accepted_flag,is_churn
101999,Female,28,East,4G,Prepaid,No Contract,Prepaid Mini,104,228.83,19731.8,22.57,820.0,95.0,76.47,0,1,3,0.00831388233577404,22.44799870640196,0,0,0,0.0,8,3,1,0,0.8,229.57,Low,35.0,3.2,1,0,1
102000,Female,30,North,5G,Prepaid,No Contract,Prepaid Regular,42,391.65,16430.99,33.91,1125.0,58.0,144.39,0,0,3,0.01969735784969141,24.420931600242714,0,0,1,0.0,5,4,1,0,0.0,395.09,Low,5.0,5.0,0,0,1
102001,Male,31,South,5G,Postpaid,Month-to-Month,Postpaid Gold,30,548.78,17885.63,10.81,947.0,33.0,82.47,0,0,1,0.03639989015193841,18.730033158408506,1,1,1,3.5,3,1,0,0,0.0,551.53,Medium,35.0,4.8,0,0,0
102002,Female,54,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Unlimited,106,571.16,51323.0,11.69,30.0,72.0,8.47,0,0,2,0.0,17.610503790538313,0,0,0,0.0,12,3,0,1,1.0,571.24,Medium,-8.0,4.9,0,0,1
102003,Female,73,North,5G,Prepaid,No Contract,Prepaid Regular,119,338.42,39841.11,23.77,889.0,64.0,86.82,0,1,2,0.0,16.084134305382925,0,0,1,0.0,10,2,1,0,0.0,339.15,Low,-22.0,2.9,0,0,1
102004,Male,70,East,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,56,332.34,16982.77,24.03,574.0,51.0,106.07,0,1,2,0.02519899460763362,21.743849225227294,0,2,0,0.0,10,2,0,0,0.0,334.23,Low,36.0,4.2,1,0,1
102005,Female,24,West,5G,Prepaid,No Contract,Prepaid Regular,14,280.35,3840.13,25.86,496.0,51.0,0.0,0,0,0,0.0033764695848550845,25.142493023947225,0,0,2,0.0,8,1,1,1,5.2,280.35,Low,5.0,3.3,0,0,1
102006,Female,56,West,4G,Prepaid,No Contract,Prepaid Mini,73,229.78,17350.58,2.25,248.0,55.0,34.63,0,0,2,0.003646628990882441,23.510034573637814,2,2,4,0.5,9,0,0,0,0.0,230.25,Low,-9.0,3.7,1,0,1
102007,Male,61,South,Fiber Home Broadband,Postpaid,1 Year,Postpaid Silver,100,590.01,63066.64,25.94,504.0,53.0,81.88,1,0,3,0.031021533449932234,10.7731788107331,0,0,3,0.0,4,2,1,1,2.7,590.83,Medium,-5.0,3.8,0,0,0
102008,Male,20,Metro,5G,Postpaid,1 Year,Postpaid Platinum,56,1157.95,70116.73,3.69,1156.0,55.0,16.81,1,0,0,0.01571469414459115,29.24895362420524,0,1,0,0.0,11,2,0,0,0.3,1158.25,High,3.0,3.0,0,0,0
102009,Female,54,East,5G,Prepaid,No Contract,Prepaid Regular,16,437.52,5928.12,29.3,996.0,79.0,28.52,0,1,1,0.021396079958082563,19.455327348397127,1,1,2,2.1,6,5,0,0,0.0,439.3,Medium,20.0,3.6,0,0,0
102010,Male,43,North,Fiber Home Broadband,Postpaid,1 Year,Postpaid Gold,88,613.44,56163.89,3.76,347.0,18.0,97.72,0,0,2,0.021601570418519598,20.2848768999366,0,1,3,0.0,11,3,1,0,0.4,614.55,Medium,-44.0,4.3,0,0,1
102011,Male,29,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,91,304.84,29912.32,36.31,282.0,35.0,92.29,0,1,0,0.04906403103656813,28.90036654945314,0,2,0,0.0,12,0,1,1,2.0,305.85,Low,38.0,3.5,0,0,0
102012,Male,63,East,5G,Prepaid,No Contract,Prepaid Regular,105,338.36,33801.24,29.28,867.0,84.0,20.76,0,1,1,0.01964309621479436,11.294960492498355,0,1,0,0.0,5,0,0,0,2.1,338.56,Low,30.0,5.0,0,0,0
102013,Male,71,North,4G,Postpaid,1 Year,Postpaid Silver,103,531.4,45392.01,29.67,342.0,72.0,0.0,1,0,2,0.01877545235415045,22.095105943605247,1,2,2,1.5,8,2,0,0,0.0,531.4,Medium,13.0,3.9,0,0,0
102014,Male,52,North,Fiber Home Broadband,Postpaid,1 Year,Postpaid Platinum,57,1208.82,63432.13,25.47,506.0,42.0,92.21,0,0,1,0.028945141844188976,19.42593736421672,0,0,2,0.0,11,3,0,0,1.4,1210.44,High,4.0,3.5,0,0,0
102015,Female,29,West,4G,Prepaid,No Contract,Prepaid Mini,38,166.19,5528.02,32.86,488.0,79.0,43.18,1,1,4,0.013868902949589808,14.09337713714923,1,1,1,2.2,4,1,1,0,0.0,167.33,Low,32.0,4.3,0,0,0
102016,Male,42,South,4G,Prepaid,No Contract,Prepaid Mini,20,221.15,3936.46,36.01,842.0,27.0,37.35,1,0,2,0.009874037942237832,16.604882563450488,0,0,4,0.0,10,1,1,0,0.0,223.02,Low,-27.0,3.5,0,0,0
102017,Male,47,West,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,13,372.29,4915.69,9.94,631.0,0.0,0.0,0,1,4,0.040808367010969834,15.956379900666226,1,2,1,4.1,11,2,0,0,0.0,372.29,Low,40.0,3.5,0,0,1
102018,Female,69,East,4G,Prepaid,No Contract,Prepaid Mini,99,182.78,18317.42,6.73,115.0,13.0,62.68,0,0,2,0.0008042985071377226,11.755216789114042,0,0,0,0.0,9,0,0,1,4.5,183.41,Low,4.0,3.3,0,0,1
102019,Male,63,North,4G,Prepaid,No Contract,Prepaid Regular,119,333.96,43683.52,34.23,496.0,44.0,86.84,1,0,0,0.04444122466778668,23.480175454339733,0,0,3,0.0,9,0,0,0,1.4,334.69,Low,2.0,3.7,0,0,0
102020,Female,56,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,77,303.91,19267.91,19.13,730.0,35.0,39.57,0,0,1,0.020505129832383253,12.764887104867418,0,0,0,0.0,9,4,0,0,0.4,304.42,Low,47.0,3.3,1,0,0
102021,Male,61,North,4G,Postpaid,Month-to-Month,Postpaid Silver,116,525.72,61762.25,22.44,462.0,73.0,6.64,0,1,1,0.021901569193201798,19.62446193334714,0,0,1,0.0,8,0,1,0,2.5,525.78,Medium,13.0,3.0,0,0,0
102022,Male,57,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,37,301.47,11347.66,30.55,594.0,87.0,25.79,0,0,1,0.015402531199459793,29.76861990024839,0,1,1,0.0,6,3,1,0,1.4,302.17,Low,-8.0,2.9,0,0,1
102023,Male,36,East,5G,Prepaid,No Contract,Prepaid Regular,91,296.87,23160.39,38.67,775.0,64.0,66.99,0,0,1,0.008046169541964342,12.238587995656191,0,0,1,0.0,9,2,0,0,0.6,297.61,Low,23.0,2.9,1,0,0
102024,Male,25,West,4G,Prepaid,No Contract,Prepaid Regular,48,413.98,16458.2,31.36,133.0,51.0,43.49,0,1,2,0.0017166598068314859,16.541209844542742,0,1,0,0.0,5,1,0,1,5.4,414.89,Medium,48.0,3.2,0,0,1
102025,Male,65,North,Fiber Home Broadband,Postpaid,1 Year,Postpaid Platinum,46,1210.14,59957.45,36.72,356.0,24.0,104.6,0,0,0,0.03207552864297677,14.840916369550708,0,0,0,0.0,11,2,0,1,4.0,1212.41,High,36.0,4.1,0,0,0
102026,Female,49,North,5G,Postpaid,Month-to-Month,Postpaid Platinum,77,1112.55,71923.04,28.66,1183.0,56.0,0.0,1,0,0,0.02411032208503181,20.431244647980552,0,0,2,0.0,10,2,1,0,1.1,1112.55,High,5.0,4.2,0,0,0
102027,Male,72,North,4G,Postpaid,Month-to-Month,Postpaid Silver,16,402.73,6387.63,17.33,508.0,84.0,0.0,0,0,0,0.02416196921057091,20.542730957256296,1,1,2,4.2,8,1,0,0,0.0,402.73,Medium,-29.0,3.5,0,0,1
102028,Female,56,North,5G,Prepaid,No Contract,Prepaid Unlimited,50,605.84,29004.33,33.47,600.0,59.0,29.45,0,0,2,0.005262006580334501,19.717118606897724,0,0,0,0.0,9,2,1,0,1.1,606.43,Medium,49.0,3.4,0,0,0
102029,Female,45,East,5G,Postpaid,Month-to-Month,Postpaid Gold,50,800.22,38770.18,5.64,556.0,54.0,41.57,1,0,0,0.02029834425185597,17.04850596138928,2,4,3,2.0,13,3,0,0,0.1,801.05,High,14.0,4.6,0,0,0
102030,Male,54,West,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Gold,52,887.88,40467.54,37.57,407.0,42.0,0.0,0,0,0,0.024875553804715487,13.887427391665781,0,2,2,0.0,4,3,0,0,0.4,887.88,High,25.0,2.6,0,0,0
102031,Female,55,Metro,4G,Prepaid,No Contract,Prepaid Regular,86,254.85,18037.79,20.2,372.0,0.0,70.85,0,0,1,0.0,23.42694114171614,0,1,1,0.0,15,1,0,0,1.6,255.67,Low,-8.0,3.8,0,0,1
102032,Male,73,South,4G,Prepaid,No Contract,Prepaid Regular,34,318.9,8991.94,33.17,769.0,84.0,75.64,1,0,1,0.029015306846167176,15.276682454904442,0,0,1,0.0,8,3,1,1,6.1,321.12,Low,12.0,4.0,0,1,1
102033,Male,38,East,4G,Prepaid,No Contract,Prepaid Unlimited,19,631.96,9651.97,21.99,800.0,37.0,41.51,1,1,1,0.027849820959113605,26.898249124159847,0,1,0,0.0,7,4,1,0,0.8,634.14,Medium,8.0,4.3,0,1,0
102034,Male,39,North,5G,Prepaid,No Contract,Prepaid Mini,73,194.06,12334.73,10.46,476.0,63.0,79.78,0,0,3,0.024533628469753998,15.319205584352213,0,1,1,0.0,6,4,0,0,0.0,195.15,Low,24.0,5.0,0,0,1
102035,Female,38,North,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Silver,2,534.69,898.38,29.77,507.0,0.0,20.05,0,0,2,0.03677645324196066,17.37959226673039,1,1,2,0.0,14,2,1,0,0.5,544.72,Medium,17.0,5.0,0,0,1
102036,Female,24,North,4G,Postpaid,1 Year,Postpaid Gold,118,820.43,83571.29,29.7,524.0,52.0,14.83,1,0,0,0.03223164184010616,16.217615004430282,0,0,1,0.0,6,1,0,0,1.0,820.56,High,-0.0,3.2,0,0,0
102037,Male,44,North,4G,Prepaid,No Contract,Prepaid Regular,108,357.63,37159.31,17.36,48.0,48.0,53.85,1,0,2,0.015065973940010068,20.189123620042185,0,1,1,0.0,7,4,1,0,0.0,358.13,Low,2.0,4.0,0,1,0
102038,Female,43,Metro,4G,Prepaid,No Contract,Prepaid Unlimited,46,635.7,26945.58,32.86,666.0,49.0,49.4,0,0,1,0.031197283417574044,16.03377384796441,0,0,0,0.0,9,0,1,1,2.5,636.77,Medium,46.0,5.0,0,1,0
102039,Female,29,South,4G,Prepaid,No Contract,Prepaid Unlimited,84,525.51,46935.38,27.71,339.0,82.0,10.53,0,1,1,0.019991086807732424,21.403691786682458,0,0,1,0.0,6,2,1,0,1.5,525.64,Medium,-12.0,3.1,1,0,1
102040,Male,64,East,4G,Postpaid,Month-to-Month,Postpaid Gold,62,826.17,45664.64,20.36,920.0,55.0,37.74,0,0,1,0.01779978775894277,18.31970052653897,0,0,2,0.0,10,0,0,0,0.9,826.78,High,33.0,3.8,0,0,0
102041,Female,57,Metro,5G,Prepaid,No Contract,Prepaid Regular,83,364.54,31903.79,29.44,678.0,98.0,3.9,1,0,1,0.03994185663492784,12.625322478873146,0,0,0,0.0,10,2,1,0,0.1,364.59,Low,32.0,3.0,0,0,0
102042,Female,31,Metro,5G,Prepaid,No Contract,Prepaid Regular,27,433.19,10721.38,25.58,487.0,36.0,44.1,1,1,2,0.02186168887885332,5.746879587240636,0,1,3,0.0,9,2,1,1,1.0,434.82,Medium,-18.0,3.5,1,0,0
102043,Female,27,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,113,136.37,15591.4,20.97,660.0,10.0,26.81,1,0,1,0.007589364499619479,18.531653412567998,0,0,1,0.0,9,4,1,1,5.5,136.61,Low,3.0,3.7,0,0,0
102044,Other,53,South,4G,Prepaid,No Contract,Prepaid Mini,105,187.15,16311.04,27.45,907.0,48.0,53.65,0,0,1,0.031154043380764156,19.7170475242445,2,3,3,2.1,7,6,0,1,1.0,187.66,Low,47.0,2.7,1,0,1
102045,Male,18,Metro,5G,Prepaid,No Contract,Prepaid Unlimited,62,631.56,40117.59,21.98,30.0,81.0,0.0,0,0,1,0.01623424420229169,25.45503736835556,0,0,0,0.0,16,4,0,0,0.5,631.56,Medium,24.0,3.7,0,0,0
102046,Male,26,West,5G,Postpaid,2 Year,Postpaid Silver,105,543.23,48084.43,19.13,711.0,2.0,23.92,0,1,2,0.018884219771508542,17.084190515627434,2,3,3,1.2,10,1,0,0,0.2,543.46,Medium,25.0,3.6,0,0,0
102047,Female,43,West,5G,Prepaid,No Contract,Prepaid Mini,38,192.63,6123.27,12.17,219.0,42.0,13.95,1,0,0,0.011509912767459251,22.06610491310429,2,2,4,3.9,5,2,0,0,1.6,193.0,Low,78.0,4.4,0,0,1
102048,Male,74,East,4G,Prepaid,No Contract,Prepaid Mini,94,188.88,19017.07,28.39,667.0,24.0,32.43,0,1,3,0.004193952832619585,18.50693139389573,0,1,1,0.0,9,3,0,0,0.0,189.22,Low,37.0,2.9,0,0,1
102049,Male,22,East,4G,Prepaid,No Contract,Prepaid Mini,109,192.19,19024.07,18.71,956.0,88.0,8.17,0,0,4,0.0,10.8441789227474,0,0,0,0.0,3,1,1,0,0.0,192.26,Low,36.0,2.2,0,0,1
102050,Other,48,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,83,241.47,21880.14,29.63,521.0,104.0,77.73,0,0,3,0.012980357956332775,19.919571297963,2,2,3,3.6,10,5,1,0,0.8,242.41,Low,13.0,4.0,0,1,1
102051,Male,50,South,4G,Prepaid,No Contract,Prepaid Mini,118,197.63,20511.0,25.57,780.0,42.0,0.0,0,0,1,0.027467526986390888,13.258772166582418,0,0,1,0.0,6,3,0,1,5.9,197.63,Low,14.0,3.2,0,1,1
102052,Male,32,Metro,5G,Prepaid,No Contract,Prepaid Regular,26,320.47,7663.54,26.24,696.0,0.0,0.0,0,0,1,0.024406467500323315,3.435264388802956,0,1,0,0.0,6,2,0,0,1.8,320.47,Low,15.0,3.4,0,0,0
102053,Female,47,East,4G,Prepaid,No Contract,Prepaid Unlimited,3,562.38,1448.67,34.48,657.0,46.0,63.1,1,0,0,0.018662349141030096,12.720410376183597,1,1,1,4.5,12,0,1,0,0.0,583.41,Medium,25.0,3.4,0,1,1
102054,Male,54,North,4G,Prepaid,No Contract,Prepaid Unlimited,63,554.32,36809.34,24.7,544.0,57.0,36.15,0,0,1,0.02362348250240444,16.14086150263993,0,2,1,0.0,6,1,1,0,0.3,554.89,Medium,2.0,3.0,1,0,0
102055,Male,25,East,4G,Prepaid,No Contract,Prepaid Mini,40,224.08,9066.91,19.39,374.0,2.0,130.29,0,1,3,0.006975563206953641,23.88574431827326,2,5,2,2.1,15,3,1,0,0.6,227.34,Low,11.0,4.7,0,0,0
102056,Other,72,North,5G,Prepaid,No Contract,Prepaid Regular,77,392.67,30127.19,26.39,654.0,71.0,14.33,1,0,0,0.012102548892288015,23.167192096528808,0,0,0,0.0,5,0,1,1,2.8,392.86,Low,25.0,4.1,0,0,0
102057,Male,32,North,5G,Prepaid,No Contract,Prepaid Mini,44,148.06,5821.63,30.54,716.0,99.0,112.44,0,0,2,0.04790852422872088,3.9363602943199645,1,1,1,1.8,8,1,0,0,1.9,150.62,Low,13.0,3.3,0,0,1
102058,Male,39,Metro,Fiber Home Broadband,Postpaid,1 Year,Postpaid Gold,104,758.34,83229.95,31.68,795.0,89.0,73.01,0,0,3,0.00822625777701133,23.97945604942958,0,1,1,0.0,8,0,0,0,0.1,759.04,Medium,82.0,4.3,0,0,1
102059,Male,19,East,5G,Prepaid,No Contract,Prepaid Regular,14,371.6,4211.99,21.16,544.0,64.0,12.38,0,0,3,0.019402002084835116,16.85536764928029,0,0,0,0.0,5,4,0,0,0.4,372.48,Low,-1.0,4.3,0,0,1
102060,Female,51,Metro,5G,Postpaid,2 Year,Postpaid Platinum,115,1229.78,121177.49,49.68,584.0,81.0,175.25,0,1,3,0.040621638980322367,1.0,0,0,1,0.0,9,3,1,1,5.0,1231.3,High,19.0,4.5,0,0,0
102061,Male,51,East,4G,Postpaid,1 Year,Postpaid Silver,27,484.13,13122.78,14.43,709.0,47.0,0.44,0,1,0,0.02494099272553382,16.17438686663667,0,0,1,0.0,10,0,0,0,0.0,484.15,Medium,43.0,3.8,0,0,0
102062,Female,24,North,4G,Prepaid,No Contract,Prepaid Unlimited,39,649.48,26263.06,22.09,856.0,26.0,12.81,0,1,0,0.02662034927183171,12.093222180986949,0,0,0,0.0,7,1,0,0,1.3,649.81,Medium,66.0,3.8,0,0,0
102063,Male,34,South,5G,Prepaid,No Contract,Prepaid Regular,3,405.03,1301.44,24.57,504.0,71.0,0.0,1,1,0,0.015462978464161569,20.715242062784814,0,0,0,0.0,17,1,0,0,0.6,405.03,Medium,50.0,4.7,0,0,0
102064,Male,61,South,5G,Postpaid,Month-to-Month,Postpaid Platinum,81,1113.48,92044.21,32.44,450.0,79.0,0.0,0,0,2,0.01582118736560516,18.533485889106892,0,0,0,0.0,9,1,1,0,0.0,1113.48,High,3.0,3.9,1,0,1
102065,Female,58,North,4G,Prepaid,No Contract,Prepaid Mini,83,151.32,12158.0,30.96,968.0,20.0,39.76,0,1,1,0.02643095096057232,19.804188373542996,0,0,1,0.0,5,1,0,0,1.1,151.8,Low,2.0,3.3,0,1,0
102066,Female,35,East,5G,Prepaid,No Contract,Prepaid Regular,111,345.29,31895.67,42.53,379.0,37.0,30.21,0,0,3,0.01752789645664794,20.108040345834844,1,1,1,5.4,5,4,0,0,0.0,345.56,Low,46.0,2.8,0,0,1
102067,Other,53,North,4G,Prepaid,No Contract,Prepaid Mini,13,166.44,2356.44,34.45,382.0,66.0,94.38,0,0,1,0.0168136091861513,21.16537604649723,1,2,4,1.4,9,2,0,0,0.4,173.7,Low,-2.0,4.4,1,0,1
102068,Male,60,North,5G,Postpaid,Month-to-Month,Postpaid Gold,58,856.28,47806.51,25.19,919.0,110.0,72.49,0,0,1,0.016921627416060413,14.361848420528952,0,1,1,0.0,11,0,0,0,0.6,857.53,High,66.0,4.3,0,0,1
102069,Female,39,North,4G,Prepaid,No Contract,Prepaid Regular,106,307.73,27675.18,36.59,352.0,31.0,0.0,0,1,1,0.0273795108135113,22.032374678338357,0,0,1,0.0,12,2,1,0,0.0,307.73,Low,22.0,2.4,0,0,1
102070,Female,28,Metro,4G,Postpaid,2 Year,Postpaid Platinum,4,1435.21,6182.01,24.6,740.0,71.0,82.34,0,1,1,0.012497466900274565,21.541482930221193,0,0,1,0.0,6,0,0,0,0.2,1455.8,High,13.0,5.0,0,0,0
102071,Male,19,Metro,4G,Prepaid,No Contract,Prepaid Regular,70,302.92,23337.8,14.09,643.0,9.0,65.31,0,0,3,0.008165023048900454,19.918221145133767,0,1,1,0.0,4,2,1,0,0.0,303.85,Low,36.0,4.2,0,0,0
102072,Male,72,North,5G,Prepaid,No Contract,Prepaid Unlimited,28,591.89,16159.2,41.7,361.0,70.0,0.0,0,1,2,0.03469221449919298,10.964848295836308,0,0,1,0.0,8,3,0,0,1.6,591.89,Medium,-13.0,3.6,0,0,0
102073,Female,36,North,5G,Prepaid,No Contract,Prepaid Regular,43,357.09,14911.44,25.11,477.0,40.0,87.84,0,0,0,0.012832805493824286,8.580794481702021,0,1,2,0.0,7,4,0,0,0.1,359.13,Low,31.0,4.4,0,1,0
102074,Male,63,North,4G,Prepaid,No Contract,Prepaid Regular,90,323.0,24473.83,15.42,1074.0,16.0,9.32,0,0,0,0.01754715043160737,15.32098725998309,0,2,2,0.0,4,3,1,1,3.4,323.1,Low,37.0,3.8,0,0,0
102075,Female,36,South,4G,Prepaid,No Contract,Prepaid Regular,97,341.88,28916.71,44.09,973.0,26.0,87.01,0,0,2,0.02082951602687799,29.50470962665632,0,0,1,0.0,9,6,0,0,1.6,342.78,Low,-19.0,3.0,0,0,0
102076,Other,58,South,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Gold,1,815.0,831.63,30.87,948.0,96.0,119.25,0,1,0,0.023573482125817426,18.97875201639744,0,1,0,0.0,15,1,1,0,0.7,934.25,High,35.0,4.3,0,0,0
102077,Male,36,North,5G,Postpaid,Month-to-Month,Postpaid Gold,78,953.71,65345.04,31.41,1234.0,51.0,139.66,1,0,1,0.038543916782314114,15.097636055164475,0,1,0,0.0,10,1,0,0,0.0,955.5,High,48.0,3.6,0,1,0
102078,Male,52,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,47,363.1,16882.75,10.43,1042.0,1.0,23.29,1,0,4,0.013736049128594845,25.08838696112466,0,1,2,0.0,10,4,1,1,9.1,363.6,Low,21.0,4.5,0,0,0
102079,Male,72,South,5G,Prepaid,No Contract,Prepaid Mini,90,201.12,19231.93,39.39,1049.0,34.0,59.82,0,0,0,0.008953846872179023,22.833634367628555,0,0,0,0.0,10,0,0,0,0.2,201.78,Low,13.0,4.4,0,0,0
102080,Male,60,Metro,4G,Prepaid,No Contract,Prepaid Regular,101,399.18,35861.16,10.91,729.0,114.0,98.09,0,0,1,0.016248165444348428,23.36451133519384,1,2,1,3.6,12,4,0,1,3.9,400.15,Medium,27.0,3.4,0,0,1
102081,Male,27,West,5G,Prepaid,No Contract,Prepaid Mini,105,219.56,19917.41,42.36,590.0,0.0,78.47,1,1,2,0.043512487454979806,19.74848610504084,0,0,1,0.0,7,2,0,0,0.0,220.31,Low,-17.0,2.8,1,0,1
102082,Female,47,East,4G,Postpaid,1 Year,Postpaid Silver,13,561.13,5950.19,18.57,477.0,58.0,45.64,1,1,0,0.00940831453540301,16.64281870465575,0,0,1,0.0,7,2,1,0,0.0,564.64,Medium,55.0,3.7,0,0,0
102083,Male,33,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,97,315.48,31935.67,12.73,310.0,139.0,53.09,0,1,1,0.04267105418560242,23.50950561616157,0,0,2,0.0,12,1,1,0,0.0,316.03,Low,21.0,5.0,0,1,0
102084,Female,30,Metro,4G,Postpaid,Month-to-Month,Postpaid Silver,115,427.17,49527.48,40.27,687.0,13.0,310.15,0,0,0,0.0421581360450515,16.583100780783845,0,0,0,0.0,5,1,0,0,1.5,429.87,Medium,23.0,2.6,0,0,1
102085,Male,65,North,4G,Prepaid,No Contract,Prepaid Mini,93,250.71,24517.06,5.8,776.0,51.0,73.21,1,0,4,0.02575071148082489,19.21083018333145,0,0,1,0.0,12,0,1,1,4.7,251.5,Low,18.0,3.6,0,0,1
102086,Male,74,East,5G,Prepaid,No Contract,Prepaid Unlimited,45,629.38,30417.03,30.18,610.0,39.0,86.16,0,1,2,0.030383351080542097,21.09232971088702,0,1,1,0.0,10,0,1,0,0.3,631.29,Medium,15.0,4.1,1,0,0
102087,Male,70,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,87,182.77,16209.24,18.31,674.0,87.0,17.94,0,0,0,0.018009044314500754,19.28759065202099,1,2,1,2.2,8,1,1,0,0.0,182.98,Low,15.0,3.5,1,0,0
102088,Female,65,North,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,9,305.46,2922.56,40.58,697.0,53.0,85.92,0,0,2,0.0,12.829266203521339,1,1,1,1.2,7,0,0,0,0.0,315.01,Low,35.0,4.4,0,0,1
102089,Male,44,North,4G,Prepaid,No Contract,Prepaid Mini,45,186.51,8306.81,20.35,433.0,72.0,99.54,1,0,1,0.0,10.826319764751165,0,0,2,0.0,8,1,0,0,0.0,188.72,Low,44.0,2.8,1,0,0
102090,Male,47,Metro,5G,Prepaid,No Contract,Prepaid Unlimited,99,712.42,59638.99,27.47,615.0,34.0,91.76,0,0,0,0.04457727374683938,26.751729639567177,0,0,0,0.0,8,2,0,0,1.2,713.35,Medium,37.0,5.0,1,0,1
102091,Female,48,East,4G,Prepaid,No Contract,Prepaid Regular,78,299.85,20322.83,7.2,473.0,23.0,0.0,0,0,2,0.03148074219292141,19.547880137904514,0,0,1,0.0,6,3,0,0,2.0,299.85,Low,51.0,3.7,1,0,0
102092,Female,59,South,4G,Prepaid,No Contract,Prepaid Mini,32,254.68,8484.14,26.76,635.0,66.0,39.07,1,0,1,0.0,18.51415733089929,1,1,1,4.2,8,2,0,0,1.8,255.9,Low,69.0,4.6,0,0,0
102093,Male,21,Metro,5G,Prepaid,No Contract,Prepaid Unlimited,68,563.71,40039.46,39.67,723.0,40.0,42.47,0,0,0,0.02015699876218426,7.511032001827093,1,1,1,0.0,8,2,0,0,0.4,564.33,Medium,36.0,3.8,0,0,0
102094,Female,65,West,4G,Postpaid,1 Year,Postpaid Gold,1,798.37,929.09,45.6,755.0,42.0,228.42,0,1,1,0.015531928610453345,18.873449820887792,0,1,2,0.0,5,5,0,1,1.9,1026.79,High,20.0,3.7,0,0,1
102095,Male,64,West,Fiber Home Broadband,Postpaid,1 Year,Postpaid Platinum,115,1201.46,132429.47,39.89,593.0,3.0,15.67,0,1,1,0.02494814249051049,21.306511236606084,0,0,2,0.0,8,1,1,0,0.3,1201.6,High,13.0,3.2,0,0,0
102096,Male,74,West,4G,Prepaid,No Contract,Prepaid Regular,66,354.98,18844.24,43.16,809.0,0.0,3.83,0,0,3,0.021207256236368408,19.441342066358345,0,0,3,0.0,6,2,0,1,4.3,355.04,Low,35.0,2.9,1,0,1
102097,Female,51,South,4G,Prepaid,No Contract,Prepaid Mini,60,153.7,8665.8,27.1,510.0,26.0,61.81,0,1,2,0.008810459583492613,18.079713425452834,0,0,1,0.0,11,2,0,1,4.2,154.73,Low,13.0,4.4,0,0,0
102098,Male,44,East,4G,Prepaid,No Contract,Prepaid Mini,40,273.82,10466.24,24.34,482.0,49.0,32.01,0,0,1,0.01681166622150505,9.632208979319172,2,2,2,6.1,2,1,0,0,0.0,274.62,Low,41.0,3.7,0,0,1
102099,Male,45,North,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Gold,27,857.59,24988.55,20.22,359.0,85.0,0.0,0,0,3,0.022217770176779172,12.729570982452193,1,1,1,1.4,11,0,1,0,0.0,857.59,High,51.0,3.6,0,0,1
102100,Female,53,South,5G,Postpaid,Month-to-Month,Postpaid Gold,40,865.59,35728.96,13.77,744.0,58.0,120.95,1,1,1,0.033395039347831584,12.498290273621093,0,1,1,0.0,5,1,0,1,5.4,868.61,High,54.0,4.0,0,0,1
102101,Male,35,South,4G,Postpaid,1 Year,Postpaid Gold,55,807.72,48838.65,30.81,581.0,69.0,86.3,0,0,3,0.035350117289126626,20.251227637666076,1,1,1,0.9,5,0,0,0,0.8,809.29,High,55.0,4.3,0,0,0
102102,Female,62,North,4G,Postpaid,Month-to-Month,Postpaid Gold,51,820.42,37839.11,30.35,619.0,35.0,31.83,0,1,0,0.04224435660803573,34.68999309324661,0,0,0,0.0,7,2,1,0,0.0,821.04,High,36.0,3.9,0,0,1
102103,Female,43,South,4G,Postpaid,Month-to-Month,Postpaid Platinum,50,1255.71,58127.7,27.85,396.0,0.0,0.0,0,1,3,0.021752272937364807,13.048743619297507,1,2,3,1.5,7,1,1,0,0.9,1255.71,High,69.0,4.1,0,0,1
102104,Female,34,North,4G,Prepaid,No Contract,Prepaid Regular,61,363.35,20405.2,33.32,813.0,87.0,62.97,1,1,1,0.013167931105461324,13.653427012052617,0,1,2,0.0,6,1,0,1,4.5,364.38,Low,33.0,4.8,0,1,1
